flow_id,dur,tot_pkts,tot_bytes,src_bytes,proto,state,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_iqr,pkt_size_cv,iat_mean,iat_std,iat_min,iat_max,iat_cv,pkt_rate,bytes_rate,avg_pkt_size,syn_count,fin_count,rst_count,flags_variety,payload_entropy_est
11-Rbot-20110818-2.binetflow_63792,97.16549682617188,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,97.16549682617188,24.29137420654297,19.433099365234376,174.89789428710938,0.25,0.020583438209326305,21.941945131141843,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63245,80.66252136230469,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.377501424153646,1.3443753560384115,1.0755002848307293,9.679502563476563,0.25,0.19835730063698628,211.4488824790274,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64217,92.36399841308594,13.0,13858.0,13858.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.696999867757161,1.9242499669392903,1.5393999735514323,13.85459976196289,0.25,0.14074747979033125,150.0368134564931,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61893,99.06578826904297,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,99.06578826904297,24.766447067260742,19.813157653808595,178.31841888427735,0.25,0.02018860430977845,21.521052194223824,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63127,83.8108901977539,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,83.8108901977539,20.952722549438477,16.762178039550783,150.85960235595704,0.25,0.023863247309281046,25.438221631693594,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62147,92.11238861083984,13.0,13858.0,13858.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.676032384236653,1.9190080960591633,1.5352064768473308,13.816858291625977,0.25,0.141131938885256,150.4466468516829,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63687,95.8038558959961,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.38692372639974,1.596730931599935,1.277384745279948,11.496462707519532,0.25,0.16700789180520534,178.0304126643489,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62285,91.7141342163086,21.0,22386.0,22386.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.58570671081543,1.1464266777038574,0.917141342163086,8.254272079467773,0.25,0.22897234084412021,244.08451533983217,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63926,87.25967407226562,20.0,21320.0,21320.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.592614424856086,1.1481536062140214,0.9185228849712171,8.266705964740954,0.25,0.22920094777613598,244.32821032936096,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61783,100.18040466308594,14.0,14924.0,14924.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.706184974083533,1.9265462435208833,1.5412369948167068,13.87113295335036,0.25,0.13974788829295537,148.97124892029044,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63760,96.12669372558594,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.8661924089704245,1.7165481022426061,1.373238481794085,12.359146336146765,0.25,0.15604406454278646,166.34297280261038,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62083,96.50743865966797,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.8933884756905695,1.7233471189226424,1.378677695138114,12.408099256243025,0.25,0.15542843337597295,165.68670997878718,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62043,90.1495132446289,22.0,23452.0,23452.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.292833964029948,1.073208491007487,0.8585667928059897,7.727101135253907,0.25,0.24403903258247217,260.1456087329153,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61896,98.06599426269531,20.0,21320.0,21320.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.161368119089227,1.2903420297723067,1.0322736238178454,9.290462614360608,0.25,0.20394429435370623,217.40461778105086,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64241,89.89904022216797,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,89.89904022216797,22.474760055541992,17.979808044433593,161.81827239990236,0.25,0.022247178557828755,23.71549234264545,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63701,75.04351806640625,8.0,8528.0,8528.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,10.720502580915179,2.6801256452287947,2.1441005161830358,19.296904645647324,0.25,0.10660481019720816,113.6407276702239,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62240,92.02913665771484,22.0,23452.0,23452.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.382339840843564,1.095584960210891,0.8764679681687128,7.888211713518415,0.25,0.23905472548139708,254.8323373631693,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64791,79.58152770996094,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.3054351806640625,1.3263587951660156,1.0610870361328126,9.549783325195312,0.25,0.20105168197213857,214.32109298229972,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64275,90.21380615234375,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.014253743489584,1.503563435872396,1.2028507486979167,10.825656738281252,0.25,0.1773564455642283,189.0619709714674,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64560,85.44036865234375,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.696024576822917,1.4240061442057292,1.1392049153645833,10.25284423828125,0.25,0.18726510960063722,199.62460683427926,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64236,83.25828552246094,9.0,9594.0,9594.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,10.407285690307617,2.6018214225769043,2.0814571380615234,18.73311424255371,0.25,0.10809734963341315,115.23177470921841,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63427,0.0,1.0,1066.0,1066.0,icmp,UNK,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62668,88.16053771972656,17.0,18122.0,18122.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.51003360748291,1.3775084018707275,1.102006721496582,9.91806049346924,0.25,0.19283003983080432,205.5568224596374,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63750,91.52240753173828,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,91.52240753173828,22.88060188293457,18.304481506347656,164.7403335571289,0.25,0.02185257199780761,23.294841749662908,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63847,94.01510620117188,18.0,19188.0,19188.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.530300364774816,1.382575091193704,1.1060600729549632,9.95454065659467,0.25,0.19145859348904967,204.09486065932697,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62370,89.6034927368164,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.400249481201172,1.600062370300293,1.2800498962402345,11.52044906616211,0.25,0.16740418862976733,178.45286507933196,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64163,93.55355834960938,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,93.55355834960938,23.388389587402344,18.710711669921874,168.3964050292969,0.25,0.021378128585189737,22.78908507181226,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63947,86.55380249023438,11.0,11726.0,11726.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,8.655380249023438,2.1638450622558594,1.7310760498046875,15.579684448242189,0.25,0.12708858170894455,135.47642810173488,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64556,86.41036224365234,12.0,12792.0,12792.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.855487476695668,1.963871869173917,1.5710974953391337,14.139877458052203,0.25,0.13887223347315053,148.03780088237846,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63218,83.11064147949219,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,83.11064147949219,20.777660369873047,16.622128295898438,149.59915466308595,0.25,0.024064307101919147,25.652551370645813,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63503,0.0,1.0,1066.0,1066.0,icmp,UR,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,1.0,1.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62599,86.33232116699219,10.0,10660.0,10660.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,9.592480129665798,2.3981200324164496,1.9184960259331598,17.266464233398438,0.25,0.11583147383072266,123.47635110355036,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63968,96.0994873046875,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.864249093191964,1.716062273297991,1.372849818638393,12.355648367745536,0.25,0.15608824168272473,166.39006563378456,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64445,87.70796966552734,13.0,13858.0,13858.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.308997472127278,1.8272493680318196,1.4617994944254558,13.1561954498291,0.25,0.14821914188157873,158.00160524576293,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62161,96.28824615478516,19.0,20254.0,20254.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.3493470085991754,1.3373367521497939,1.0698694017198351,9.628824615478516,0.25,0.19732418814085725,210.3475845581538,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64544,79.39566802978516,11.0,11726.0,11726.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,7.939566802978516,1.984891700744629,1.5879133605957032,14.291220245361329,0.25,0.1385466017601032,147.69067747627,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61932,96.48107147216797,22.0,23452.0,23452.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.594336736769903,1.1485841841924758,0.9188673473539807,8.269806126185825,0.25,0.22802400164416053,243.07358575267514,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61965,98.0738754272461,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,98.0738754272461,24.518468856811523,19.61477508544922,176.53297576904296,0.25,0.020392790549850916,21.738714726141076,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63911,73.36682891845703,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.240487779889788,1.310121944972447,1.0480975559779577,9.43287800380162,0.25,0.20445206943142696,217.94590601390112,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61752,0.0,1.0,1066.0,1066.0,icmp,RED,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,1.0,1.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63496,96.6334457397461,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,96.6334457397461,24.158361434936523,19.32668914794922,173.94020233154296,0.25,0.020696767922220374,22.06275460508692,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64164,93.9762954711914,10.0,10660.0,10660.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,10.441810607910156,2.610452651977539,2.088362121582031,18.795259094238283,0.25,0.10640981270713652,113.43286034580754,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63488,99.38468933105469,23.0,24518.0,24518.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.517485878684304,1.129371469671076,0.9034971757368608,8.131474581631746,0.25,0.2314239764173937,246.6979588609417,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62141,96.08671569824219,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.863336835588727,1.7158342088971819,1.3726673671177456,12.354006304059709,0.25,0.15610898854225705,166.412181786046,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63456,0.0,1.0,1066.0,1066.0,icmp,PTB,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61804,89.36520385742188,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,89.36520385742188,22.34130096435547,17.873040771484376,160.85736694335938,0.25,0.022380075394791345,23.857160370847573,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63547,97.60857391357422,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,97.60857391357422,24.402143478393555,19.521714782714845,175.6954330444336,0.25,0.02049000328363433,21.842343500354197,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63425,73.49433898925781,12.0,12792.0,12792.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.681303544477983,1.6703258861194958,1.3362607088955967,12.026346380060371,0.25,0.16327788187541847,174.0542220791961,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61791,0.0,1.0,1066.0,1066.0,icmp,NRA,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,1.0,1.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63469,0.0,1.0,1066.0,1066.0,icmp,DNQ,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63902,94.40272521972656,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.74305180140904,1.68576295035226,1.348610360281808,12.137493242536273,0.25,0.15889371800535237,169.38070339370563,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63624,91.35824584960938,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,91.35824584960938,22.839561462402344,18.271649169921876,164.4448425292969,0.25,0.02189183889642898,23.336700263593293,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61843,0.0,1.0,1066.0,1066.0,icmp,NNA,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63959,93.37732696533203,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,93.37732696533203,23.344331741333008,18.675465393066407,168.07918853759767,0.25,0.021418475608565395,22.832094998730714,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63916,92.14265441894531,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,92.14265441894531,23.035663604736328,18.428530883789062,165.85677795410157,0.25,0.02170547411089975,23.138035402219135,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62004,93.4142074584961,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.227613830566407,1.5569034576416017,1.2455227661132815,11.209704895019533,0.25,0.17128015572051816,182.58464599807235,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63890,95.90510559082031,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,95.90510559082031,23.976276397705078,19.181021118164065,172.62919006347656,0.25,0.020853947114484305,22.23030762404027,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64299,90.57706451416016,12.0,12792.0,12792.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,8.234278592196377,2.0585696480490943,1.6468557184392756,14.82170146595348,0.25,0.13248386955755237,141.22780494835084,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64745,80.11673736572266,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.34111582438151,1.3352789560953775,1.068223164876302,9.614008483886717,0.25,0.1997085818280648,212.88934822871707,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64447,79.85626983642578,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,79.85626983642578,19.964067459106445,15.971253967285158,143.7412857055664,0.25,0.02504499651807824,26.697966288271402,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63530,84.81914520263672,14.0,14924.0,14924.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.524549630972055,1.6311374077430139,1.3049099261944113,11.7441893357497,0.25,0.16505707486857332,175.95084180989915,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63739,96.46157836914062,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,96.46157836914062,24.115394592285156,19.292315673828128,173.63084106445314,0.25,0.020733643734776656,22.102064221271917,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64937,78.88742065429688,13.0,13858.0,13858.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.573951721191406,1.6434879302978516,1.3147903442382813,11.833113098144532,0.25,0.16479179940448352,175.66805816517942,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64550,75.90796661376953,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,75.90796661376953,18.976991653442383,15.181593322753907,136.63433990478515,0.25,0.026347695626946284,28.08664353832474,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62767,89.27902221679688,18.0,19188.0,19188.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.251707189223346,1.3129267973058365,1.0503414378446692,9.453072940602024,0.25,0.2016151112888588,214.9217086339235,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61990,94.9389877319336,18.0,19188.0,19188.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.584646337172565,1.3961615842931412,1.116929267434513,10.052363406910617,0.25,0.18959544893004515,202.10874855942814,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63465,0.0,1.0,1066.0,1066.0,icmp,TRC,1066.0,20.443835616438356,1066.0,1066.0,1066.0,0.0,0.019178082191780823,0.001,0.0,0.0002,0.0018000000000000002,0.0,1000.0,1066000.0,1066.0,0.0,0.0,1.0,1.0,7.789868667917449
11-Rbot-20110818-2.binetflow_63681,87.37281799316406,17.0,18122.0,18122.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.460801124572754,1.3652002811431885,1.0921602249145508,9.829442024230957,0.25,0.19456852131437558,207.41004372112437,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64980,71.29878234863281,20.0,21320.0,21320.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,3.752567492033306,0.9381418730083265,0.7505134984066613,6.754621485659951,0.25,0.2805096993410787,299.0233394975899,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64174,86.11505126953125,15.0,15990.0,15990.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,6.151075090680804,1.537768772670201,1.2302150181361609,11.071935163225447,0.25,0.17418557823360684,185.6818263970249,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64382,85.45909118652344,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,85.45909118652344,21.36477279663086,17.09181823730469,153.82636413574218,0.25,0.023403010402191032,24.94760908873564,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64836,79.62138366699219,9.0,9594.0,9594.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,9.952672958374023,2.488168239593506,1.9905345916748047,17.91481132507324,0.25,0.11303496103058853,120.49526845860737,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62209,90.51485443115234,18.0,19188.0,19188.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.3244032018324905,1.3311008004581226,1.064880640366498,9.583925763298483,0.25,0.19886238687696514,211.98730441084484,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61874,83.8624267578125,16.0,17056.0,17056.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.590828450520833,1.3977071126302083,1.1181656901041668,10.0634912109375,0.25,0.1907886596962741,203.3807112362282,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62227,81.49181365966797,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,81.49181365966797,20.372953414916992,16.298362731933594,146.68526458740234,0.25,0.024542342478135845,26.16213708169281,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_61749,96.94279479980469,19.0,20254.0,20254.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.385710822211371,1.3464277055528429,1.0771421644422743,9.69427947998047,0.25,0.19599187375644217,208.92733742436738,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_62153,81.00899505615234,3.0,3198.0,3198.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,40.50449752807617,10.126124382019043,8.100899505615235,72.90809555053711,0.25,0.037032924527955376,39.47709754680043,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64522,83.72174072265625,2.0,2132.0,2132.0,icmp,UNK,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,83.72174072265625,20.930435180664062,16.74434814453125,150.69913330078126,0.25,0.023888657626283356,25.46530902961806,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64653,81.28016662597656,18.0,19188.0,19188.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,4.781186272116268,1.195296568029067,0.9562372544232537,8.606135289809282,0.25,0.22145623892271069,236.07235069160959,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
11-Rbot-20110818-2.binetflow_64126,94.2531509399414,19.0,20254.0,20254.0,icmp,ECO,1066.0,20.443835616438356,28.0,1066.0,547.0,1038.0,0.019178082191780823,5.236286163330078,1.3090715408325195,1.0472572326660157,9.425315093994142,0.25,0.20158477260995655,214.88936760221367,1066.0,0.0,0.0,0.0,0.0,7.789868667917449
